LANG,RECORD #,245abnp,260a,264a,260b,264b,260c,264c,008 Country,SUBJECT,AUTHOR,ADDITIONAL AUTHOR,LIBRARY HAS
eng,b10270188,Asterix and Caesar's gift /,Montreal :,,"Dargaud Canada,",,1978,,quc,"Franco-Belgian comic books, strips, etc. Translations into English.","Goscinny, 1926-1977. http://id.loc.gov/authorities/names/n50034712","Uderzo. http://id.loc.gov/authorities/names/n50046800;""Bell, Anthea. http://id.loc.gov/authorities/names/n80004275"";""Hockridge, Derek. http://id.loc.gov/authorities/names/no96031513""",
spa,b10277031,Caceria humana /,Morelos :,,"Publicaciones Herrerias,",,1976,,mx,"Horror comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh88001837","Santibánez, Raúl.","Ferrer S., Eduardo.",
spa,b10280364,Gargola maldita /,Morelos :,,"Publicaciones Herrerias,",,1976,,mx,"Horror comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh88001837",Satanaus.,"Aviña F., J.",
fre,b10311282,"Albéric Bourgeois, caricaturiste /",Montréal-Nord :,,"VLB,",,"[1978], ©1978.",,quc,"Bourgeois, Albéric, 1876-1962. http://id.loc.gov/authorities/names/n79014538;""Cartoonists Canada Biography. http://id.loc.gov/authorities/subjects/sh85020532"";""Canadian comic books, strips, etc.""","Bourgeois, Albéric, 1876-1962. http://id.loc.gov/authorities/names/n79014538","Robidoux, Léon A. http://id.loc.gov/authorities/names/n92009612",
spa,b10323090,Maldición generosa /,Morelos :,,"Novedades,",,1979,,mx,"Horror comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh88001837","Santibánez, Raúl.","Mora A., Jorge A. http://id.loc.gov/authorities/names/n88047347",
spa,b10323120,El huerto de la muerte /,Morelos :,,"Novedades,",,1978,,mx,"Horror comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh88001837","Gong, William. http://id.loc.gov/authorities/names/n89602950","Mora A., Jorge A. http://id.loc.gov/authorities/names/n88047347",
spa,b10323156,Aviso de muerte /,Morelos :,,"Novedades,",,1978,,mx,"Horror comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh88001837","Santibánez, Raúl.","Avila, Roberto. http://id.loc.gov/authorities/names/n85331991",
spa,b1032317x,Entrada al mas alla /,Morelos :,,"Novedades,",,1978,,mx,"Horror comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh88001837","Ricardi, Tony.","Rangel, Juan.",
spa,b10323211,La cabeza del mono /,Morelos :,,"Novedades,",,1978,,mx,"Horror comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh88001837","Zambrano, J. León.","Gong, William. http://id.loc.gov/authorities/names/n89602950",
spa,b10323235,La llama reveladora /,Morelos :,,"Novedades,",,1978,,mx,"Horror comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh88001837","Ferrer, Vicente. http://id.loc.gov/authorities/names/nb2006015410","Rangel, Juan.",
spa,b10324781,Amor sangriento /,Morelos :,,"Novedades,",,1979,,mx,"Horror comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh88001837","Ontiveros, Mario. http://id.loc.gov/authorities/names/n89602949","Gong, William. http://id.loc.gov/authorities/names/n89602950",
spa,b10324793,Destino macabro /,Morelos :,,"Novedades,",,1979,,mx,"Horror comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh88001837","Diechi, Piero.","Zambrano, J. León.",
spa,b10332352,El viajero de la muerte /,Morelos :,,"Novedades,",,1979,,mx,"Horror comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh88001837","Diechi, Piero.","Ontiveros, Mario. http://id.loc.gov/authorities/names/n89602949",
spa,b10332364,La casa de los ladrillos rojos /,Morelos :,,"Novedades,",,1979,,mx,"Horror comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh88001837","Ferrer, Vicente. http://id.loc.gov/authorities/names/nb2006015410","Niram Araj, Leafar, pseud.",
spa,b10335043,Tumbas heladas /,Morelos :,,"Novedades,",,1979,,mx,"Horror comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh88001837","Gong, William. http://id.loc.gov/authorities/names/n89602950","Rangel, Juan.",
spa,b10335067,El viejo castillo de Aosta /,Morelos :,,"Novedades,",,1979,,mx,"Horror comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh88001837","Sangay, Ron.","Rodriguez, A.",
eng,b10560245,Asterix and the soothsayer /,Montreal :,,"Dargaud Canada,",,1978,,onc,"Franco-Belgian comic books, strips, etc. Translations into English.","Goscinny, 1926-1977. http://id.loc.gov/authorities/names/no96007836","Uderzo. http://id.loc.gov/authorities/names/n50046800;""Bell, Anthea. http://id.loc.gov/authorities/names/n80004275"";""Hockridge, Derek. http://id.loc.gov/authorities/names/no96031513""",
fre,b10604728,L'Ephémère : programme des activités bandes dessinées au salon du livre de Montréal 1980.,"[Montréal, Québec] :",,"[publisher not identified],",,1980,,quc,"Comic books, strips, etc. Congresses. http://id.loc.gov/authorities/subjects/sh85028863;""Comic books, strips, etc. Québec (Province) http://id.loc.gov/authorities/subjects/sh85028863""",,"Salon du livre (1980 : Montréal, Québec)",
eng,b10608011,"Reid Fleming, world's toughest milkman /","Vancouver, B.C., Canada :",,"D.E. Boswell,",,1980,,bcc,"Milk trade Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85085367;""Underground comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh89006218"";""Canadian comic books, strips, etc.""","Boswell, David E.",,
eng,b10632487,Crazy Duck /,"Roberts Creek, B.C. :",,"Lava Press,",,1982,,bcc,"Funny animal comic books, strips, etc.;""New wave comic books, strips, etc."";""Canadian comic books, strips, etc.""","Jorna, Jeffrey.",,
eng,b10815648,The structure of comics /,[Winnipeg] :,,"The Winnipeg Art Gallery,",,1973,,mbc,"Comic books, strips, etc. Exhibitions. http://id.loc.gov/authorities/subjects/sh85028863",,"Fry, Philip. http://id.loc.gov/authorities/names/nr99005592;""Poulos, Ted."";""Winnipeg Art Gallery. http://id.loc.gov/authorities/names/n80046909""",
eng,b11790295,Creatures from the comics : the development of monsters and weird creatures during the early years of comic books /,"[North Vancouver, B.C.] :",,"[West Coast Youth Publication Society],",,[1983],,bcc,"Horror comic books, strips, etc. History and criticism. http://id.loc.gov/authorities/subjects/sh88001837","Richards, Steve. http://id.loc.gov/authorities/names/n82254843",,
spa,b11896395,Historia de un recluta de 1813 /,C.V. Morelos [Mexico] :,,"Novedades,",,1983,,mx,"Napoleon I, Emperor of the French, 1769-1821 Comic books, strips, etc. http://id.loc.gov/authorities/names/n79054933;""War comic books, strips, etc."";""Mexican comic books, strips, etc.""",Erckmann-Chatrian. http://id.loc.gov/authorities/names/n82138049,"Comte, H. http://id.loc.gov/authorities/names/n88610911;""Bravo C., Rogelio."";""Bierce, Ambrose, 1842-1914? Alucinación de Stanley      Fleming. http://id.loc.gov/authorities/names/n79100683""",
spa,b11900155,La isla del volcan /,C.V. Morelos [Mexico] :,,"Novedades,",,1984,,mx,"Robinsonades Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85114620","Cooper, James Fenimore, 1789-1851. http://id.loc.gov/authorities/names/n79059786","Plaza, Dolores. http://id.loc.gov/authorities/names/n88672373;""León Z., Jaime."";""Henry, O., 1862-1910. El perfil encantado. http://id.loc.gov/authorities/names/n79071080""",
spa,b11901056,El capitan tormenta /,C.V. Morelos [Mexico] :,,"Novedades,",,1984,,mx,"Mexican comic books, strips, etc.","Salgari, Emilio, 1862-1911. http://id.loc.gov/authorities/names/n79040178","Comte, H. http://id.loc.gov/authorities/names/n88610911;""Castro, Roberto. http://id.loc.gov/authorities/names/nb2009019675"";""Valera, Juan, 1824-1905. Fecundidad de la memoria. http://id.loc.gov/authorities/names/n79131113""",
spa,b11901093,El misterio de la llave de oro /,C.V. Morelos [Mexico] :,,"Novedades,",,1984,,mx,"Detective and mystery comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh87006921","Hornung, E. W. (Ernest William), 1866-1921. http://id.loc.gov/authorities/names/n50030817","Prieto Cab, Raúl. http://id.loc.gov/authorities/names/n87153924;""Céspedes, Moisés. http://id.loc.gov/authorities/names/n87153925"";""La Fontaine, Jean de, 1621-1695. El gallo y la zorra. http://id.loc.gov/authorities/names/n79081923""",
spa,b11901123,La prodiga /,C.V. Morelos [Mexico] :,,"Novedades,",,1984,,mx,"Mexican comic books, strips, etc.","Alarcón, Pedro Antonio de, 1833-1891. http://id.loc.gov/authorities/names/n79032858","Comte, H. http://id.loc.gov/authorities/names/n88610911;""Zavala, Alvaro F. http://id.loc.gov/authorities/names/n88610916"";""Alarcón, Pedro Antonio de, 1833-1891. La mujer alta. http://id.loc.gov/authorities/names/n79032858""",
spa,b11901445,El secreto del alfiler /,C.V. Morelos [Mexico] :,,"Novedades,",,1984,,mx,"Detective and mystery comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh87006921;""Mexican comic books, strips, etc.""","Wallace, Edgar, 1875-1932. http://id.loc.gov/authorities/names/n80034938","Prieto Cab, Raúl. http://id.loc.gov/authorities/names/n87153924;""Castro, Roberto. http://id.loc.gov/authorities/names/nb2009019675"";""Valera, Juan, 1824-1905. Milagro de la dialectica. http://id.loc.gov/authorities/names/n79131113""",
spa,b11901470,Dueño del mundo /,C.V. Morelos [Mexico] :,,"Novedades,",,1984,,mx,"Science fiction comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85118659;""Mexican comic books, strips, etc.""","Verne, Jules, 1828-1905. http://id.loc.gov/authorities/names/n79064013","Plaza, Dolores. http://id.loc.gov/authorities/names/n88672373;""Manzano, Gerardo N. http://id.loc.gov/authorities/names/n88666565"";""La Fontaine, Jean de, 1621-1695. Borracho y su mujer. http://id.loc.gov/authorities/names/n79081923""",
spa,b11901810,La favorita del Mahdi /,C.V. Morelos [Mexico] :,,"Novedades,",,1984,,mx,"Mexican comic books, strips, etc.","Salgari, Emilio, 1862-1911. http://id.loc.gov/authorities/names/n79040178","Comte, H. http://id.loc.gov/authorities/names/n88610911;""León Z., Jaime."";""La Fontaine, Jean de, 1621-1695. Novias del hombre rico. http://id.loc.gov/authorities/names/n79081923""",
spa,b11901834,Jack /,C.V. Morelos [Mexico] :,,"Novedades,",,1984,,mx,"Mexican comic books, strips, etc.","Daudet, Alphonse, 1840-1897. http://id.loc.gov/authorities/names/n50037948","Ochoa, Sandra.;""Bernuy, Jorge."";""La Fontaine, Jean de, 1621-1695. Dos mulos. http://id.loc.gov/authorities/names/n79081923""",
spa,b11901925,Vispera de navidad /,C.V. Morelos [Mexico] :,,"Novedades,",,1983,,mx,"Christmas stories Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85025320","Dickens, Charles, 1812-1870. http://id.loc.gov/authorities/names/n78087607","Plaza, Dolores. http://id.loc.gov/authorities/names/n88672373;""Corona, José Luis.""",
spa,b11926004,El caudillo tartaro /,C.V. Morelos [Mexico] :,,"Novedades,",,1984,,mx,"Mexican comic books, strips, etc.","Tolstoy, Leo, graf, 1828-1910. http://id.loc.gov/authorities/names/n79068416","Prieto Cab, Raúl. http://id.loc.gov/authorities/names/n87153924;""Manzano, Gerardo N. http://id.loc.gov/authorities/names/n88666565"";""Tolstoy, Leo, graf, 1828-1910. Lobo y el perro. http://id.loc.gov/authorities/names/n79068416""",
spa,b11930871,Si el comunismo llega a México.,"México, D.F. :",,"Vida Abundante,",,[between 1950 and 1959?],,mx,"Communism Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85029120;""Communism Mexico Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh2009120962"";""Mexican comic books, strips, etc.""",,,
spa,b11931310,Clamades y Clarmonda /,C.V. Morelos [Mexico] :,,"Novedades,",,1984,,mx,"Mexican comic books, strips, etc.",,"Grimm, Jacob, 1785-1863. http://id.loc.gov/authorities/names/n78095680;""Grimm, Wilhelm, 1786-1859. http://id.loc.gov/authorities/names/n78095679"";""Prieto Cab, Raúl. http://id.loc.gov/authorities/names/n87153924"";""Echave, José Luis.""",
eng,b12101722,"1st annual Victoria International Cartoon Festival, April 1985.","Victoria, B.C., Canada :",,"Big Brothers and Big Sisters,",,1985,,bcc,"Comic books, strips, etc. Congresses. http://id.loc.gov/authorities/subjects/sh85028863","Victoria International Cartoon Festival (1st : 1985 : Victoria, B.C.)",,
eng,b12134594,King of the Royal Mounted.,"Toronto, Ontario, Canada :",,"Dragon Lady Comic Shop,",,1985,,onc,"Western comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85146250",,,
spa,b12135410,Mafalda. 4 /,"México, D.F. :",,"Nueva Imagen,",,1977,,mx,"Funny kid comic books, strips, etc.;""Argentine comic books, strips, etc.""",Quino. http://id.loc.gov/authorities/names/n83019479,,
spa,b12135422,Mafalda. 10 : tiras /,"México, D.F. :",,"Nueva Imagen,",,1977,,mx,"Funny kid comic books, strips, etc.;""Argentine comic books, strips, etc.""",Quino. http://id.loc.gov/authorities/names/n83019479,,
eng,b1215751x,The files of Ms. Tree /,"[Kitchener, Ontario, Canada] :",,"[Aardvark Vanaheim],",,[1984-],,onc,"Detective and mystery comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh87006921","Collins, Max Allan. http://id.loc.gov/authorities/names/n83071698","Beatty, Terry. http://id.loc.gov/authorities/names/n87828176",1-3 (1984-1986)
eng,b12174488,Aardvark-Vanaheim presents AV in 3D.,"Kitchener, Ontario :",,"Aardvark-Vanaheim,",,1984,,onc,"Three dimensional comic books, strips, etc.;""Canadian comic books, strips, etc.""",,"Zone, Ray. http://id.loc.gov/authorities/names/n87814083",
eng,b1232341x,"Any other complaints, Herman? /","Scarborough, Ontario, Canada :",,"New American Library of Canada,",,1985,,onc,"Canadian comic books, strips, etc.","Unger, Jim. http://id.loc.gov/authorities/names/n79071119",,
eng,b12342804,"I could live without these meals, probably longer! : the Lockhorns /","Scarborough, Ontario :",,"New American Library of Canada,",,1982,,onc,"Married people Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85081522","Hoest, Bill. http://id.loc.gov/authorities/names/n81118994",,
eng,b12434279,Asterix and the Roman agent /,Montreal :,,"Dargaud Canada Ltee,",,"[1981], ©1981.",,quc,"Franco-Belgian comic books, strips, etc. Translations into English.","Goscinny, 1926-1977. http://id.loc.gov/authorities/names/no96007837","Uderzo. http://id.loc.gov/authorities/names/n50046800;""Bell, Anthea. http://id.loc.gov/authorities/names/n80004275"";""Hockridge, Derek. http://id.loc.gov/authorities/names/no96031513""",
eng,b12516260,Quincy /,Toronto ; New York :,,"Bantam,",,1972,,onc,"Funny kid comic books, strips, etc.;""African American children Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85001809""","Shearer, Ted. http://id.loc.gov/authorities/names/n80067530",,
eng,b12620609,Jesse James /,Montreal :,,"Dargaud Canada, Ltée,",,1981,,quc,"James, Jesse, 1847-1882 Comic books, strips, etc. http://id.loc.gov/authorities/names/n50028970;""Western comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85146250"";""Franco-Belgian comic books, strips, etc. Translations into English.""","Goscinny, 1926-1977. http://id.loc.gov/authorities/names/n50034712","Morris, 1923-2001. http://id.loc.gov/authorities/names/n85112666;""Nolan, Frederick W., 1931- http://id.loc.gov/authorities/names/n50005326""",
eng,b12677243,Asterix in Britain /,Montreal :,,"Dargaud Canada,",,1981,,onc,"Franco-Belgian comic books, strips, etc. Translations into English.;""National characteristics, British Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85089960"";""Great Britain Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85056605""","Goscinny, 1926-1977. http://id.loc.gov/authorities/names/no95060064","Uderzo. http://id.loc.gov/authorities/names/n50046800;""Bell, Anthea. http://id.loc.gov/authorities/names/n80004275"";""Hockridge, Derek. http://id.loc.gov/authorities/names/no96031513""",
eng,b12685422,"What is reality, Papa? /","Montréal, P.Q. :",,"Dargaud Canada,",,1981,,quc,"Science fiction comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85118659;""Franco-Belgian comic books, strips, etc. Translations into English.""",Godard. http://id.loc.gov/authorities/names/n85387889,Ribera. http://id.loc.gov/authorities/names/n85387890,
eng,b12691380,Magnesia's treasure /,"Montréal, P.Q. :",,"Dargaud Canada,",,1981,,quc,"Franco-Belgian comic books, strips, etc. Translations into English.","Greg, Michel, 1931- http://id.loc.gov/authorities/names/n88623507","Greg, Michel, 1931- Achille Talon. http://id.loc.gov/authorities/names/n88623507",
eng,b12698404,Cerebus : a comicshop presentation.,"[Kitchener, Ontario] :",,"[Aardvark-Vanaheim],",,[1981?],,onc,"Funny animal comic books, strips, etc.",,"Sim, Dave, 1956- http://id.loc.gov/authorities/names/n89638352;""Aardvark-Vanaheim inc.""",
eng,b12707533,The tenderfoot /,"Montréal, P.Q. :",,"Dargaud Canada,",,1981,,quc,"Western comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85146250;""Franco-Belgian comic books, strips, etc. Translations into English.""","Goscinny, 1926-1977. http://id.loc.gov/authorities/names/n50034712","Morris, 1923-2001. http://id.loc.gov/authorities/names/n85112666;""Nolan, Frederick W., 1931- http://id.loc.gov/authorities/names/n50005326""",
eng,b12714859,The stage coach /,"Montréal, P.Q. :",,"Dargaud Canada,",,1981,,quc,"Western comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85146250;""Franco-Belgian comic books, strips, etc. Translations into English.""","Goscinny, 1926-1977. http://id.loc.gov/authorities/names/n50034712","Morris, 1923-2001. http://id.loc.gov/authorities/names/n85112666;""Nolan, Frederick W., 1931- http://id.loc.gov/authorities/names/n50005326""",
eng,b12719651,Dalton City /,"Montréal, P.Q. :",,"Dargaud Canada,",,1981,,quc,"Western comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85146250;""Franco-Belgian comic books, strips, etc. Translations into English.""","Goscinny, 1926-1977. http://id.loc.gov/authorities/names/n50034712","Morris, 1923-2001. http://id.loc.gov/authorities/names/n85112666;""Nolan, Frederick W., 1931- http://id.loc.gov/authorities/names/n50005326""",
eng,b12722030,Asterix and the great crossing /,Montreal :,,"Dargaud Canada,",,"[1981], ©1981.",,quc,"Franco-Belgian comic books, strips, etc. Translations into English.;""Transatlantic voyages Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh96003768""","Goscinny, 1926-1977. http://id.loc.gov/authorities/names/n50034712","Uderzo. http://id.loc.gov/authorities/names/n50046800;""Bell, Anthea. http://id.loc.gov/authorities/names/n80004275"";""Hockridge, Derek. http://id.loc.gov/authorities/names/no96031513""",
eng,b12738840,Asterix the Gaul /,"Montreal, Canada :",,"Dargaud Canada Ltee,",,1981,,quc,"Franco-Belgian comic books, strips, etc. Translations into English.","Goscinny, 1926-1977. http://id.loc.gov/authorities/names/no96007815","Uderzo. http://id.loc.gov/authorities/names/n50046800;""Bell, Anthea. http://id.loc.gov/authorities/names/n80004275"";""Hockridge, Derek. http://id.loc.gov/authorities/names/no96031513""",
eng,b12738980,Asterix and the big fight /,Montreal :,,"Dargaud Canada,",,"[1981], ©1981.",,quc,"Franco-Belgian comic books, strips, etc. Translations into English.","Goscinny, 1926-1977. http://id.loc.gov/authorities/names/no96007850","Uderzo. http://id.loc.gov/authorities/names/n50046800;""Bell, Anthea. http://id.loc.gov/authorities/names/n80004275"";""Hockridge, Derek. http://id.loc.gov/authorities/names/no96031513""",
eng,b12741516,Obelix and Co. /,Montreal :,,"Dargaud Canada,",,"[1981], ©1981.",,quc,"Franco-Belgian comic books, strips, etc. Translations into English.","Goscinny, 1926-1977. http://id.loc.gov/authorities/names/n50034712",Uderzo. http://id.loc.gov/authorities/names/n50046800,
eng,b12741619,The mansions of the gods /,Montréal :,,"Dargaud Canada,",,"[1981], ©1981.",,quc,"Franco-Belgian comic books, strips, etc. Translations into English.;""Apartment houses Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85005908""","Goscinny, 1926-1977. http://id.loc.gov/authorities/names/no96007817",Uderzo. http://id.loc.gov/authorities/names/n50046800,
eng,b12741632,Asterix and the golden sickle /,Montreal :,,"Dargaud Canada,",,"[1981], ©1981.",,quc,"Franco-Belgian comic books, strips, etc. Translations into English.","Goscinny, 1926-1977. http://id.loc.gov/authorities/names/no96007855",Uderzo. http://id.loc.gov/authorities/names/n50046800,
eng,b12741681,Asterix in Switzerland /,Montreal :,,"Dargaud Canada Ltee,",,1981,,quc,"Franco-Belgian comic books, strips, etc. Translations into English.;""Switzerland Comic books, strips, etc. http://id.loc.gov/authorities/names/n79062978""","Goscinny, 1926-1977. http://id.loc.gov/authorities/names/no96007820","Uderzo. http://id.loc.gov/authorities/names/n50046800;""Hockridge, Derek. http://id.loc.gov/authorities/names/no96031513"";""Bell, Anthea. http://id.loc.gov/authorities/names/n80004275""",
eng,b12741851,Asterix and the Normans /,Montreal :,,"Dargaud Canada,",,"[1981], ©1981.",,quc,"Franco-Belgian comic books, strips, etc. Translations into English.;""Vikings Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85143340""","Goscinny, 1926-1977. http://id.loc.gov/authorities/names/no96007839","Uderzo. http://id.loc.gov/authorities/names/n50046800;""Bell, Anthea. http://id.loc.gov/authorities/names/n80004275"";""Hockridge, Derek. http://id.loc.gov/authorities/names/no96031513""",
spa,b12828592,Binny el castor.,"México, D.F. :",,"Editora de Periodicos, S.C.L., La Prensa,",,1965,,mx,"Funny animal comic books, strips, etc.;""Mexican comic books, strips, etc.""",,"Nilsen, Sten.",
eng,b13127007,The cage /,Toronto :,,"Coach House Press,",,1975,,onc,"Alternative comic books, strips, etc.;""Canadian comic books, strips, etc.""","Vaughn-James, Martin, 1943-2009. http://id.loc.gov/authorities/names/n50014199",,
eng,b13188665,Radiation and man.,[Toronto] :,,"[Ganes Productions],",,"[1966], [©1966]",,onc,"Nuclear energy Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85092958",,"Canada. Department of National Health and Welfare. http://id.loc.gov/authorities/names/n80099562;""Canadian Nuclear Association. http://id.loc.gov/authorities/names/n50039102""",
eng,b1350292x,The great Canadian comic books /,[Toronto] :,,"P. Martin Associates,",,[1971],,onc,"Canadian comic books, strips, etc. History and criticism.","Hirsh, Michael. http://id.loc.gov/authorities/names/no2016046862","Loubert, Patrick. http://id.loc.gov/authorities/names/no98129013;""Smith, Clive. http://id.loc.gov/authorities/names/nb2005014102""",
eng,b14044304,Tales from the golden age /,Vancouver :,,"Intermedia Press,",,1974,,bcc,"Utopias Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85141635;""Canadian comic books, strips, etc.""","Inwood, Robert. http://id.loc.gov/authorities/names/n81013505",,
eng,b14985214,The collected adventures of Harold Hedd /,"Vancouver, B.C. :",,"Georgia Straight,",,1972,,bcc,"Underground comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh89006218;""Canadian comic books, strips, etc.""","Holmes, Rand. http://id.loc.gov/authorities/names/n89645658",,
fre,b15000461,"La littérature de la bande dessinée : la bande dessinée  et sa lecture  : plan d'études, Sémiologie I, Cours FRN 250 /",Sherbrooke [Québec] :,,"Université de Sherbrooke, Études  Franc?aises,",,1982,,quc,"Comic books, strips, etc. Study and teaching. http://id.loc.gov/authorities/subjects/sh85028863","Langlois, Richard. http://id.loc.gov/authorities/names/n85387787",,
eng,b15019731,René Goscinny and Albert Uderzo present The twelve tasks of Asterix /,Montreal :,,"Dargaud Canada,",,"[1981], ©1981.",,quc,"Twelve tasks of Asterix (Motion picture);""Franco-Belgian comic books, strips, etc. Translations into English.""","Goscinny, 1926-1977. http://id.loc.gov/authorities/names/n50034712",Uderzo. http://id.loc.gov/authorities/names/n50046800,
eng,b15133370,Calamity Jane /,Montréal :,,"Dargaud Canada,",,1981,,quc,"Calamity Jane, 1856-1903 Comic books, strips, etc. http://id.loc.gov/authorities/names/n80132976;""Western comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85146250"";""Franco-Belgian comic books, strips, etc. Translations into English.""","Goscinny, 1926-1977. http://id.loc.gov/authorities/names/n50034712","Morris, 1923-2001. http://id.loc.gov/authorities/names/n85112666;""Vela, Pablo. http://id.loc.gov/authorities/names/n97870080""",
eng,b15202781,Archie and the generation gap.,Toronto ; New York :,,"Bantam Books,",,1970,,onc,"Teen humor comic books, strips, etc.",,,
eng,b15336323,Asterix and the chieftain's shield /,Montréal :,,"Dargaud Canada,",,"[1981], ©1981.",,quc,"Franco-Belgian comic books, strips, etc. Translations into English.","Goscinny, 1926-1977. http://id.loc.gov/authorities/names/no96007852","Uderzo. http://id.loc.gov/authorities/names/n50046800;""Bell, Anthea. http://id.loc.gov/authorities/names/n80004275"";""Hockridge, Derek. http://id.loc.gov/authorities/names/no96031513""",
eng,b15357880,Ambassador of the shadows /,Montréal [Quebec] :,,"Dargaud Canada,",,1981,,quc,"Science fiction comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85118659;""Franco-Belgian comic books, strips, etc. Translations into English.""","Mézières, J.-C. (Jean-Claude) http://id.loc.gov/authorities/names/n85813112","Christin, Pierre. http://id.loc.gov/authorities/names/n85109742;""Eisner, Will. http://id.loc.gov/authorities/names/n82130513""",
eng,b15455270,The Amazing Spider-Man : [index] /,Toronto :,,"G & T Enterprises,",,1976,,onc,"Amazing Spider-Man Indexes. http://id.loc.gov/authorities/names/no2009093744;""Superhero comic books, strips, etc. Indexes.""","Olshevsky, George. http://id.loc.gov/authorities/names/n86813031",,
eng,b15455294,Conan and the barbarians [index] /,Toronto :,,"G & T Enterprises,",,1976,,onc,"Conan the Barbarian Indexes.;""Ka-Zar Indexes."";""Kull the Conqueror Indexes."";""Savage Tales Indexes."";""Sword and sorcery comic books, strips, etc. Indexes.""","Olshevsky, George. http://id.loc.gov/authorities/names/n86813031",,
eng,b15455312,The Fantastic Four and the Silver Surfer /,Toronto :,,"G & T Enterprises,",,1977,,onc,"Fantastic Four (Comic strip) Indexes. http://id.loc.gov/authorities/names/n85347161;""Silver Surfer (Comic strip) Indexes. http://id.loc.gov/authorities/names/n94012002"";""Superhero comic books, strips, etc. Indexes.""","Olshevsky, George. http://id.loc.gov/authorities/names/n86813031",,
eng,b15552846,Heroes from Strange Tales /,Toronto :,,"G&T Enterprises,",,1977,,onc,"Strange Tales Indexes.;""Doctor Strange Indexes."";""Nick Fury, agent of SHIELD Indexes."";""Superhero comic books, strips, etc. Indexes.""","Olshevsky, George. http://id.loc.gov/authorities/names/n86813031",,
eng,b15560235,The mighty Thor [index] /,Toronto :,,"G & T Enterprises,",,1977,,onc,"Thor (Comic book) Indexes.;""Journey into mystery Indexes."";""Superhero comic books, strips, etc. Indexes.""","Olshevsky, George. http://id.loc.gov/authorities/names/n86813031",,
eng,b15708743,Steranko : graphic narrative : story-telling in the comics and the visual novel : [exhibition] /,[Winnipeg] :,,"The Gallery,",,"[1977], ©1977.",,mbc,"Steranko, 1938- http://id.loc.gov/authorities/names/n85387788;""Comic books, strips, etc. Exhibitions. http://id.loc.gov/authorities/subjects/sh85028863""",Winnipeg Art Gallery. http://id.loc.gov/authorities/names/n80046909,"Steranko, 1938- http://id.loc.gov/authorities/names/n85387788;""Fry, Philip. http://id.loc.gov/authorities/names/nr99005592"";""Poulos, Ted.""",
eng,b15781720,"Heroes from Tales to Astonish : book one, The Incredible Hulk /",Toronto :,,"G & T Enterprises,",,1978,,onc,"Hulk (Fictitious character) http://id.loc.gov/authorities/names/nb2015004304;""Hulk (Comic strip) Indexes. http://id.loc.gov/authorities/names/n81058178"";""Tales to astonish Indexes."";""Superhero comic books, strips, etc. Indexes.""","Olshevsky, George. http://id.loc.gov/authorities/names/n86813031",,
