LANG,RECORD #,245abnp,260a,264a,260b,264b,260c,264c,008 Country,SUBJECT,AUTHOR,ADDITIONAL AUTHOR,LIBRARY HAS
eng,b29593256,Optic nerve.,"Montreal, Que :",,"Drawn & Quarterly Publications,",,-1995,,quc,"Alternative comic books, strips, etc.;""Canadian comic books, strips, etc.""",,"Tomine, Adrian, 1974- http://id.loc.gov/authorities/names/no97006227",
spa,b29596658,"Toros sí, toreros no /",Mexico :,,"Grijalbo,",,"1991, ©1990.",,mx,"Bullfights Social aspects Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85017959;""Violence in sports Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85143530"";""Bulls Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85017968"";""Animal welfare Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85005274"";""Mexican comic books, strips, etc.""",Rius. http://id.loc.gov/authorities/names/n78087997,,
eng,b29652522,Dressed for success.,"Toronto, Ont. :",,Egesta Comics,,,,onc,"Alternative comic books, strips, etc.;""Canadian comic books, strips, etc.""",,,
eng,b29676733,Exactly 12c and other convictions : four imaginary letters /,Toronto :,,"ECW Press,",,"[1994], ©1994.",,onc,"Comic books, strips, etc. History and criticism. http://id.loc.gov/authorities/subjects/sh2008100153","Davies, Paul, 1954- http://id.loc.gov/authorities/names/nr92045147",,
fre,b29697943,Électrozz et Bozz au Québec /,"Chicoutimi, Québec :",,"Larouche,",,"[1983], ©1983.",,quc,"French Canadian comic books, strips, etc.;""Science fiction comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85118659""",Prouche. http://id.loc.gov/authorities/names/n2007005760,,
eng,b29708722,Shaquille O'Neal /,Toronto ; New York :,,"Bantam Books,",,"[1993], ©1993.",,onc,"O'Neal, Shaquille Juvenile literature. http://id.loc.gov/authorities/names/n93034386;""Basketball players United States Biography Juvenile literature. http://id.loc.gov/authorities/subjects/sh2007101916"";""Sports comic books, strips, etc.""","Cohen, Neil, 1953- http://id.loc.gov/authorities/names/n91116458","McGarry, Steve. http://id.loc.gov/authorities/names/n94048649",
spa,b29728113,Sensacional de futbol.,"México, D.F. :",,Editorial Ejea,,,,mx,"Soccer Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85123840;""Mexican comic books, strips, etc."";""Sports comic books, strips, etc.""",,,
eng,b29797986,Underwater.,"Montreal, Quebec :",,"Drawn and Quarterly,",,-1994,,quc,"Alternative comic books, strips, etc.;""Canadian comic books, strips, etc.""",,"Brown, Chester, 1960- http://id.loc.gov/authorities/names/no95047658",
spa,b29837170,"Los presidenciables, o, en otras palabras : El que no conoce a Díos a cualquier barbón se le hinca /","México, D.F. :",,"Ediciones Latinoamericanas,",,[1980?],,mx,"Presidents Mexico. http://id.loc.gov/authorities/subjects/sh85084616;""Mexican comic books, strips, etc."";""Mexico Politics and government 1988-2000. http://id.loc.gov/authorities/subjects/sh90005891""","Eclaire, Rene.",Rumor. http://id.loc.gov/authorities/names/n86107543,copy 1 t.2
fre,b29837923,Bill a disparu! : une extraordinaire aventure de Boule & Bill /,"[Hull, Québec] :",,"Vents d'Ouest,",,"[1990], ©1990.",,quc,"Franco-Belgian comic books, strips, etc.;""Funny animal comic books, strips, etc.""","Duchâteau, André-Paul. http://id.loc.gov/authorities/names/n85101959",De Kuyssche.,
spa,b29838186,Extra sensacional de vaqueros a color.,"México, D.F. :",,Editorial Proyeccion,,,,mx,"Mexican comic books, strips, etc.;""Western comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85146250""",,,
spa,b29838228,Sensacional de vaqueros.,"México, D.F. :",,Editorial Proyección,,,,mx,"Mexican comic books, strips, etc.;""Western comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85146250""",,,
spa,b29838241,Hazañas vaqueras.,"México, D.F. :",,Editorial Antares Mexicana,,,,mx,"Mexican comic books, strips, etc.;""Western comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85146250""",,,
spa,b29838265,Novelas mexicanas ilustradas.,"México, D.F. :",,D.G.P.P./SEP,,,,mx,"Mexican comic books, strips, etc.",,Mexico. Dirección General de Publicaciones y Bibliotecas. http://id.loc.gov/authorities/names/n80068510,
spa,b29838277,Presidio.,"México, D.F. :",,Editorial Esmeralda,,,,mx,"Mexican comic books, strips, etc.;""Prisoners Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85106950""",,,
spa,b2985006x,Fototelenovelas.,"México, D.F. :",,Fototelenovelas,,,,mx,"Romance comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh2002006065;""Mexican comic books, strips, etc."";""Fotonovelas. http://id.loc.gov/authorities/subjects/sh85051036""",,,
eng,b29872868,Flowers : a rebirth /,Montreal :,,"C. Oliveros and M. Lesenko,",,"[1995], ©1995.",,quc,"Alternative comic books, strips, etc.;""Canadian comic books, strips, etc.""","Hagood, Nelson.","Baker, Anthony. http://id.loc.gov/authorities/names/n85312520",
spa,b29882564,Red Ryder.,"México, D.F. :",,Organización Editorial Novaro,,,,mx,"Western comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85146250;""Mexican comic books, strips, etc.""",,,
eng,b29919939,War.,Ville St-laurent Quebec Canada :,,"A-Plus Comics,",,©1991-,,quc,"War comic books, strips, etc.;""Canadian comic books, strips, etc.""",,,
spa,b29929805,Independencia : México independiente /,México :,,"Ediciones Quinto Sol,",,1990,,mx,"Mexican comic books, strips, etc.;""Mexico History Wars of Independence, 1810-1821 Anecdotes. http://id.loc.gov/authorities/subjects/sh85084579"";""Mexico History Wars of Independence, 1810-1821 Humor. http://id.loc.gov/authorities/subjects/sh85084579"";""Mexico History Wars of Independence, 1810-1821 Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85084579""","Gallo, Miguel Angel. http://id.loc.gov/authorities/names/n81009227",,
eng,b29936871,I never liked you : a comic book /,"Montreal, Quebec :",,"Drawn & Quarterly Publications,",,"[1994], ©1994.",,quc,"Canadian comic books, strips, etc.;""Alternative comic books, strips, etc.""","Brown, Chester, 1960- http://id.loc.gov/authorities/names/no95047658",,
spa,b29979110,La Pequeña Lulú. Serie colibrí.,"México, D.F. :",,"Organización Editorial Novaro,",,-1975,,mx,"Mexican comic books, strips, etc.;""Funny kid comic books, strips, etc.""",,,
eng,b30334652,Gaijin.,"Montreal, Québec, Canada :",,"Matrix Graphic Series,",,-1987,,quc,"Superhero comic books, strips, etc.;""Canadian comic books, strips, etc.""",,,
eng,b3041233x,32 stories : the complete Optic nerve mini-comics /,Montreal :,,"Drawn and Quarterly Publications,",,"[1995], ©1995.",,quc,"Alternative comic books, strips, etc.;""Canadian comic books, strips, etc.""","Tomine, Adrian, 1974- http://id.loc.gov/authorities/names/no97006227",,
spa,b30576192,Chiquilladas. Serie águila.,"México, D.F. :",,Organización Editorial Novaro.,,,,mx,"Funny animal comic books, strips, etc.;""Mexican comic books, strips, etc.""",,,
eng,b31097121,The Gates of Pandragon.,Montréal :,,"Ianus Publications,",,1991,,quc,"Canadian comic books, strips, etc.;""Science fiction comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85118659""",,,
fre,b31097704,Red Ketchup contre Red Ketchup /,Paris ; New York :,,"Dargaud,",,1992,,quc,"French Canadian comic books, strips, etc.;""Science fiction comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85118659""","Fournier, Pierre, 1949- http://id.loc.gov/authorities/names/n86866731","Godbout, Réal. http://id.loc.gov/authorities/names/n89638092",
eng,b31100715,Wavemakers.,"Hamilton, Ontario :",,"Blind Bat Press,",,-1990,,onc,"Canadian comic books, strips, etc.;""Alternative comic books, strips, etc.""",,,
eng,b3116805x,The search for the meaning of life.,Montreal Quebec :,,M. Stanton,,,,quc,"Lesbians Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85076160;""New wave comic books, strips, etc."";""Canadian comic books, strips, etc."";""Women's comic books, strips, etc.""",,"Stanton, Megan.",
eng,b31222353,Science comics.,"Toronto, Ont. :",,"Export Publishing Enterprises,",,1951,,onc,"Technological innovations Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85133143;""Canadian comic books, strips, etc."";""Educational comic books, strips, etc."";""Educational comics. lcgft http://id.loc.gov/authorities/genreForms/gf2014026305""",,,
spa,b31259418,Memín Pinguín.,[México] :,,[Edar],,,,mx,"Blacks Mexico Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85014672;""Mexican comic books, strips, etc.""",,"Vargas Dulché, Yolanda. http://id.loc.gov/authorities/names/no2006101115;""Valencia, Sixto.""",
spa,b3125942x,Memín Pinguín.,"México, D.F. :",,Grupo Editorial Vid.,,,,mx,"Blacks Mexico Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85014672;""Mexican comic books, strips, etc.""",,"Vargas Dulché, Yolanda. http://id.loc.gov/authorities/names/no2006101115;""Valencia, Sixto.""",
spa,b31293001,Lágrimas amargas.,"México, D.F. :",,Editorial León,,,,mx,"Romance comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh2002006065;""Mexican comic books, strips, etc."";""Fotonovelas. http://id.loc.gov/authorities/subjects/sh85051036""",,,
spa,b31293025,Simpson comics.,"México, D.F. :",,Grupo Editorial Vid,,,,mx,"Families Comic books, strips, etc.;""Funny kid comic books, strips, etc."";""Mexican comic books, strips, etc.""",,,
spa,b31300984,El mito guadalupano /,México :,,"Editorial Posada,",,"[1981], [©1981]",,mx,"Catholic Church Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85021043;""Mexican comic books, strips, etc.""",Rius. http://id.loc.gov/authorities/names/n78087997,,
spa,b31307693,"Chivas, Chivas, ra ra ra.","México, D.F. :",,Editorial Elite.,,,,mx,"Funny animal comic books, strips, etc.;""Soccer Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85123840"";""Sports comic books, strips, etc."";""Mexican comic books, strips, etc.""",,,
spa,b3130770x,Aventuras de Capulinita.,"México, D.F. :",,Editormex Mexicana,,,,mx,"Mexican comic books, strips, etc.",,,
spa,b31308417,Cada quién su dios /,México :,,"Posada,",,1992,,mx,"Religion Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85112549;""God Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85055517"";""Mexican comic books, strips, etc.""",Rius. http://id.loc.gov/authorities/names/n78087997,,
spa,b31317571,Lástima de Cuba : el grandioso fracaso de los hnos. Castro /,"México, D.F. :",,"Grijalbo,",,"[1994], ©1994.",,mx,"Historical comic books, strips, etc.;""Mexican comic books, strips, etc."";""Cuba Politics and government Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85034593"";""Historical comics. lcgft http://id.loc.gov/authorities/genreForms/gf2014026368""",Rius. http://id.loc.gov/authorities/names/n78087997,,
fre,b31330605,Sale temps pour mourir : les enquêtes d'Abel Dopeulapeul /,Neuilly-sur-Seine [France] : Montréal :,,"Dargaud ; Dargaud Canada,",,"[1979], ©1979.",,quc,"Franco-Belgian comic books, strips, etc.;""Detective and mystery comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh87006921""",Loro. http://id.loc.gov/authorities/names/n89631771,,
eng,b31355523,"It's a good life, if you don't weaken : [a picture novella /","Montreal, Quebec :",,"Drawn & Quarterly Publications,",,"[1996], ©1996.",,quc,"Kalo, 1914-1979 Comic books, strips, etc.;""Canadian comic books, strips, etc."";""Cartoonists Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85020532""","Seth, 1962- http://id.loc.gov/authorities/names/no98074117",,
spa,b31357040,El mundo del mas alla.,"Portales, D.F. :",,Editormex Mexicana.,,,,mx,"Mexican comic books, strips, etc.;""Fotonovelas. http://id.loc.gov/authorities/subjects/sh85051036""",,,
spa,b31384444,"Fantomas, la amenaza elegante. Número especial /","México, D.F. :",,"Organización Editorial Novaro,",,1970,,mx,"Superhero comic books, strips, etc.;""Mexican comic books, strips, etc.""",,"Lara R., Rubén.;""Santos R., José."";""Hernández, Luis C."";""Lara R., Jorge.""",
spa,b31385497,Sor Juana Inés de la Cruz : tres siglos de inmortalidad.,"Toluca de Lerdo, Estado de México :",,"Instituto Mexiquense de Cultura,",,[1995],,mx,"Juana Inés de la Cruz, Sister, 1651-1695 Comic books, strips, etc. http://id.loc.gov/authorities/names/n80021650;""Mexican comic books, strips, etc.""",,,
eng,b31385606,Black Scorpion.,"Brantford, Ont. :",,"Special Studio,",,-1991,,onc,"African Americans Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh2009114021;""Superhero comic books, strips, etc."";""Canadian comic books, strips, etc.""",,,
eng,b31402227,Icarus.,"Gloucester, Ont. :",,"Aircel Publishing,",,-1986,,onc,"Science fiction comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85118659;""Canadian comic books, strips, etc.""",,,
eng,b31428733,Science fiction classics.,"Toronto, Ont. :",,"Dragon Lady Press,",,©1987-,,onc,"Science fiction comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85118659",,,
eng,b31452991,Techno Maniacs.,"Montreal, Quebec :",,"Ideate publishing, Inc.,",,[1994?],,quc,"Superhero comic books, strips, etc.;""Canadian comic books, strips, etc.""",,,copy 1 v.1
eng,b31453004,Variations on the theme.,"Montreal, Quebec :",,"Scarlet Rose Productions,",,-1995,,quc,"Canadian comic books, strips, etc.;""Alternative comic books, strips, etc.""",,,
eng,b31465936,Joseph Allamano : the great adventure.,[Toronto] :,,"[Consolata Missionaries],",,[1991?],,onc,"Allamano, Giuseppe, 1851-1926. http://id.loc.gov/authorities/names/n80057122;""Missionaries, Catholic Biography Comic books, strips, etc."";""Missionaries, Catholic Africa Comic books, strips, etc."";""Missionaries, Catholic Italy Comic books, strips, etc.""","Cotti, Massimo M.","Lupi, Davide.;""Traverso, Bruno."";""Consolata Missionaries. http://id.loc.gov/authorities/names/nr89013162""",
spa,b31499636,La muerte de Superman /,Barcelona :,,"DC Comics : Zinco,",,"[1993], ©1993.",,mx,"Spanish comic books, strips, etc.;""Superhero comic books, strips, etc.""","Jurgens, Dan. http://id.loc.gov/authorities/names/n93089820","Ordway, Jerry. http://id.loc.gov/authorities/names/n89631328;""Simonson, Louise. http://id.loc.gov/authorities/names/n88235015"";""Stern, Roger. http://id.loc.gov/authorities/names/n81054659""",
spa,b3151408x,Especiales.,"México, D.F. :",,D.S. Pérez Gallardo,,,,mx,"Mexican comic books, strips, etc.",,,
spa,b31514121,La pura realidad.,San Miguel Xalostec :,,PESA,,,,mx,"Romance comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh2002006065;""Fotonovelas. http://id.loc.gov/authorities/subjects/sh85051036"";""Mexican comic books, strips, etc.""",,,
spa,b31514133,Especial de la pura realidad.,[San Miguel Xalostec] :,,[PESA],,,,mx,"Romance comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh2002006065;""Mexican comic books, strips, etc."";""Fotonovelas. http://id.loc.gov/authorities/subjects/sh85051036""",,,
eng,b31546973,Super funnies.,"Toronto, Ont. :",,"Superior Publishers,",,1953-1954.,,onc,"Western comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85146250;""Canadian comic books, strips, etc.""",,,
eng,b3159492x,"A queer sense of humour : a collection of lesbian, gay and bisexual cartoons /",Toronto :,,"Queer Press Non-Profit Community Pub.,",,"[1993], ©1993.",,onc,"Lesbians Caricatures and cartoons. http://id.loc.gov/authorities/subjects/sh85076160;""Gay men Caricatures and cartoons. http://id.loc.gov/authorities/subjects/sh85061798"";""Homosexuality Caricatures and cartoons. http://id.loc.gov/authorities/subjects/sh85061780"";""Bisexuality Caricatures and cartoons. http://id.loc.gov/authorities/subjects/sh85014412"";""Canadian wit and humor, Pictorial. http://id.loc.gov/authorities/subjects/sh85019411"";""Lesbians Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85076160"";""Homosexuality Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85061780"";""Gay men Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85061798"";""Bisexuality Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85014412"";""Canadian comic books, strips, etc.""",,"McClure, Regan, 1966-;""Fitting, Liz, 1969-"";""Queer Press Collective.""",
eng,b31638612,Index finger.,"Winnipeg, Manitoba :",,"M. R. Ward,",,-1979,,mbc,"Comic books, strips, etc. Indexes. http://id.loc.gov/authorities/subjects/sh85028863",,"Ward, Murray R. http://id.loc.gov/authorities/names/no2016159554",
spa,b32431739,Rius para principiantes : 40 años de monigotes.,"Miguel Hidalgo, México, D.F. :",,"Grijalbo,",,"[1995], ©1995.",,mx,"Rius. http://id.loc.gov/authorities/names/n78087997;""World politics 1945-1955 Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85148224"";""Mexican comic books, strips, etc."";""Autobiographical comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh2011002678"";""Mexico Comic books, strips, etc. http://id.loc.gov/authorities/names/n81013960""",Rius. http://id.loc.gov/authorities/names/n78087997,,
fre,b32433177,Images d'Épinal /,Québec :,,"Musée du Québec,",,"[1995], ©1995.",,quc,"Musée international de l'imagerie (Épinal, France) Catalogues.;""Musée international de l'imagerie (Épinal, France) Catalogs. http://id.loc.gov/authorities/names/n89606163"";""Estampes françaises France Épinal Expositions."";""Publications éphémères France Épinal Expositions."";""Estampes 19e siècle France Épinal Expositions."";""Feuilles volantes France Épinal Expositions."";""Art populaire France Histoire Expositions."";""Illustration des livres France Expositions."";""Littérature de colportage France Expositions."";""Littérature de jeunesse française Expositions."";""Prints, French France Épinal Exhibitions. http://id.loc.gov/authorities/subjects/sh85106870"";""Printed ephemera France Épinal Exhibitions. http://id.loc.gov/authorities/subjects/sh85106740"";""Prints 19th century France Épinal Exhibitions. http://id.loc.gov/authorities/subjects/sh85106836"";""Broadsides France Épinal Exhibitions. http://id.loc.gov/authorities/subjects/sh85017011"";""Folk art France History Exhibitions. http://id.loc.gov/authorities/subjects/sh85049650"";""Illustration of books France Exhibitions. http://id.loc.gov/authorities/subjects/sh2008123024"";""Street literature France Exhibitions. http://id.loc.gov/authorities/subjects/sh85128589"";""Children's literature, French Exhibitions. http://id.loc.gov/authorities/subjects/sh85023631"";""Franco-Belgian comic books, strips, etc. Exhibitions.""","Martin, Denis, 1955- http://id.loc.gov/authorities/names/n89612120","Huin, Bernard. http://id.loc.gov/authorities/names/n87898455;""Musée du Québec. http://id.loc.gov/authorities/names/n80147861"";""Réunion des musées nationaux (France) http://id.loc.gov/authorities/names/n79058768""",
fre,b32474362,La bande dessinée au Québec /,[Montréal] :,,"Boréal,",,1994,,quc,"Canadian comic books, strips, etc. History and criticism.;""Comic books, strips, etc. Québec (Province) History and criticism. http://id.loc.gov/authorities/subjects/sh85028863""","Falardeau, Mira, 1948- http://id.loc.gov/authorities/names/no2002103255",,
spa,b32482188,Coné el travieso.,"México, D.F. :",,Editada por Editorial Samra en convenio con Servi Edit. Internacional.,,,,mx,"Funny kid comic books, strips, etc.;""Funny animal comic books, strips, etc."";""Mexican comic books, strips, etc.""",,,
eng,b32659076,Dirty plotte.,"Montréal, Québec :",,"Drawn & Quarterly,",,-1991,,quc,"Alternative comic books, strips, etc.;""Canadian comic books, strips, etc.""",,"Doucet, Julie, 1965- http://id.loc.gov/authorities/names/nr2002046120",
spa,b3267062x,Posada : el novio de la muerte /,"México, D.F. :",,"Grijalbo,",,1996,,mx,"Posada, José Guadalupe, 1852-1913 Comic books, strips, etc. http://id.loc.gov/authorities/names/n81019064;""Mexican comic books, strips, etc.""",Rius. http://id.loc.gov/authorities/names/n78087997,,
spa,b32719450,"Riqui Ricón, el pobre niño rico.","México, D.F. :",,Grupo Editorial Vid,,,,mx,"Rich kid comic books, strips, etc.;""Mexican comic books, strips, etc.""",,,
spa,b32719474,"Riqui Ricón, el pobre niño rico. Serie avestruz.","México, D.F. :",,Editorial Novaro,,,,mx,"Rich kid comic books, strips, etc.;""Mexican comic books, strips, etc.""",,,
eng,b32738079,Archie comics.,"Toronto, Canada :",,By arrangement with Archie Comic Publications.,,,,onc,"Teen humor comic books, strips, etc.;""Canadian comic books, strips, etc.""",,,
spa,b32748735,Sensacional de mercados.,"México, D.F. :",,Editorial Ejea,,,,mx,"Markets Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85081355;""Mexican comic books, strips, etc.""",,,
spa,b32752489,Pancho Punch.,"México, D.F. :",,Grupo Editorial Vid,,,,mx,"Mexican comic books, strips, etc.;""Superhero comic books, strips, etc.""",,,
eng,b32815797,The mice squad /,"Paradise, NF, Canada :",,"L. Purdy,",,"[1995], ©1995.",,nfc,"Funny animal comic books, strips, etc.;""Canadian comic books, strips, etc.""","Purdy, Larry.",,
spa,b32824762,Pato Lucas.,"México, D.F. :",,Editorial Samra,,,,mx,"Funny animal comic books, strips, etc.;""Mexican comic books, strips, etc.""",,,
spa,b32867748,"Santo, El Enmascarado de Plata.""""",Chapultepec Morales :,,J.G. Cruz.,,,,mx,"Mexican comic books, strips, etc.;""Superhero comic books, strips, etc."";""Fotonovelas. http://id.loc.gov/authorities/subjects/sh85051036""",,,
spa,b32908118,Neutrón.,México :,,Editorial Argumentos.,,,,mx,"Mexican comic books, strips, etc.;""Superhero comic books, strips, etc.""",,,
spa,b32951802,La Zorra y el cuervo. Serie colibrí.,"México, D.F. :",,Organización Editorial Novaro.,,,,mx,"Mexican comic books, strips, etc.;""Funny animal comic books, strips, etc.""",,,
spa,b32951826,La Zorra y el cuervo. Serie águila.,"México, D.F. :",,Organización Editorial Novaro.,,,,mx,"Mexican comic books, strips, etc.;""Funny animal comic books, strips, etc.""",,,
spa,b3295184x,La Zorra y el cuervo.,"México, D.F. :",,Grupo Editorial Vid.,,,,mx,"Mexican comic books, strips, etc.;""Funny animal comic books, strips, etc.""",,,
spa,b32952600,Piolín y Silvestre.,"Azcapotzalco, México :",,Provenemex,,,,mx,"Mexican comic books, strips, etc.;""Funny animal comic books, strips, etc.""",,,
spa,b32952612,Relatos de presidio.,"México, D.F. :",,Editorial Toukán,,,,mx,"Prisoners Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85106950;""Mexican comic books, strips, etc.""",,,
spa,b32953057,El sorprendente Hombre Araña. Numero especial.,"México, D.F. :",,La Prensa.,,,,mx,"Mexican comic books, strips, etc.;""Superhero comic books, strips, etc.""",,,
spa,b32963774,Porky y sus amigos.,"Azcapotzalco, México :",,Editorial Samra,,,,mx,"Mexican comic books, strips, etc.;""Funny animal comic books, strips, etc.""",,,
spa,b32964547,Disney aventuras.,Mexico :,,Edila,,,,mx,"Funny animal comic books, strips, etc.;""Mexican comic books, strips, etc.""",,,
spa,b32966465,Cuentos de Walt Disney. Serie águila.,"México, D.F. :",,Organización Editorial Novaro,,,,mx,"Funny animal comic books, strips, etc.;""Mexican comic books, strips, etc.""",,Walt Disney Productions. http://id.loc.gov/authorities/names/n79043101,
spa,b32966489,El conejo de la suerte. Serie águila.,"México, D.F. :",,Organización Editorial Novaro,,,,mx,"Funny animal comic books, strips, etc.;""Mexican comic books, strips, etc.""",,,
spa,b32966623,Bugs Bunny.,"Azcapotzalco, México :",,Provenemex,,,,mx,"Mexican comic books, strips, etc.;""Funny animal comic books, strips, etc.""",,,
eng,b32984157,The poor bastard /,"Montreal, Quebec :",,"Drawn & Quarterly,",,"[1997], ©1997.",,quc,"Matt, Joe, 1963- Comic books, strips, etc. http://id.loc.gov/authorities/names/n91092450;""Autobiographical comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh2011002678"";""Canadian comic books, strips, etc.""","Matt, Joe, 1963- http://id.loc.gov/authorities/names/n91092450",,
eng,b32984443,Sof' Boy & friends.,"Montreal, Quebec :",,"Drawn & Quarterly,",,-1997,,quc,"Funny horror comic books, strips, etc.;""Canadian comic books, strips, etc.""",,,
eng,b3302103x,"The Clubhouse kids : the adventures of Rod, Edna, and Holly.",[Toronto] :,,"Ontario Ministry of Health,",,1990,,onc,"Health education (Elementary) Ontario Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh85059539;""Canadian comic books, strips, etc."";""Educational comic books, strips, etc."";""Educational comics. lcgft http://id.loc.gov/authorities/genreForms/gf2014026305""",,Ontario. Ministry of Health. http://id.loc.gov/authorities/names/n50001956,
eng,b33021120,Captain Canuck reborn.,"Guelph, Ont. :",,"Semple Comics,",,1993,,onc,"Canadian comic books, strips, etc.;""Superhero comic books, strips, etc.""",,,
eng,b33021247,Minds' play.,"Mount Forest, Ont. :",,"Davan & Associates,",,[1991?]-,,onc,"Canadian comic books, strips, etc.;""Fantasy comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh97000542"";""Fantasy comics. lcgft http://id.loc.gov/authorities/genreForms/gf2014026331""",,,
spa,b33124012,Mono-grafía de Guadalajara /,"Zapopan, Jalisco :",,"El Colegio de Jalisco,",,1996,,mx,"Mexican comic books, strips, etc.;""Guadalajara (Mexico) History Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh2008115291""","Madrigal, Pancho. http://id.loc.gov/authorities/names/n88653627","Murià, José María, 1942- Brevísima historia de Guadalajara. http://id.loc.gov/authorities/names/n91119881",
eng,b33244261,Wired tales.,Winnipeg :,,"Free Kluck Prod,",,-1982,,mbc,"New wave comic books, strips, etc.;""Canadian comic books, strips, etc.""",,"Roldo, 1948-;""Free Kluck Productions.""",
spa,b33353761,El Chahuistle = La enfermedad de los nopales /,"México, D.F. :",,"Editorial Posada,",,-1994,,mx,"Mexican comic books, strips, etc.;""Political comic books, strips, etc."";""Mexico Politics and government 1988-2000 Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh90005891"";""Political comics. lcgft http://id.loc.gov/authorities/genreForms/gf2017026159""",,"Rius. http://id.loc.gov/authorities/names/n78087997;""Barajas, Rafael. http://id.loc.gov/authorities/names/nr88009540"";""Helguera. http://id.loc.gov/authorities/names/no94025569""",
spa,b33357432,Los panuchos : el santo hedor de la PANadería /,"México, D.F. :",,"Grijalbo,",,"[1997], ©1997.",,mx,"Partido Acción Nacional (Mexico) Comic books, strips, etc. http://id.loc.gov/authorities/names/n90607105;""Mexican comic books, strips, etc."";""Political comic books, strips, etc."";""Mexico Politics and government 1988-2000 Comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh90005891"";""Political comics. lcgft http://id.loc.gov/authorities/genreForms/gf2017026159""",Rius. http://id.loc.gov/authorities/names/n78087997,,
spa,b33359155,Paquita.,"México, D.F. :",,Editorial Juventud.,,,,mx,"Mexican comic books, strips, etc.",,,
spa,b33359192,El Lobo justiciero.,Portales :,,"Ediciones Romeriel,",,[1953-],,mx,"Mexican comic books, strips, etc.;""Superhero comic books, strips, etc.""",,,
spa,b33359209,Paquita de viernes.,"México, D.F. :",,Editorial Panamericana.,,,,mx,"Romance comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh2002006065;""Mexican comic books, strips, etc."";""Fotonovelas. http://id.loc.gov/authorities/subjects/sh85051036""",,,
spa,b33359283,Servicio secreto.,[México] :,,[Figuras?],,,,mx,"Detective and mystery comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh87006921;""Mexican comic books, strips, etc.""",,,
spa,b33359301,Los García.,"México, D.F. :",,"Los García,",,[195?-],,mx,"Romance comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh2002006065;""Mexican comic books, strips, etc.""",,,
spa,b33359362,La Caneca comicx.,[México] :,,Impresos Vidiago,,,,mx,"Horror comic books, strips, etc. http://id.loc.gov/authorities/subjects/sh88001837;""Mexican comic books, strips, etc.""",,,
